PropertyID,PropType,taxkey,Address,CondoProject,District,nbhd,Style,Extwall,Stories,Year_Built,Rooms,FinishedSqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
98422,Manufacturing,10011000,9400 N 124TH ST,,9,6300,Pole Building,Metal Siding,1,2005,NULL,18000,1,NULL,NULL,NULL,0,3/11/2019,675000
98453,Commercial,30023110,10545 W DONGES CT,,9,6202,Warehouse Building - 1 Story,Concrete Block,1,1973,NULL,27940,5,NULL,NULL,NULL,100188,9/13/2019,1300000
98490,Residential,40061000,9409 N MICHAEL CT,,9,40,Ranch,Fiber Cement/Hardiplank,1,2006,9,2778,1,4,2,NULL,13831,7/25/2019,350000
98495,Residential,40066000,9469 N MICHAEL CT,,9,40,Tudor,Fiber Cement/Hardiplank,2,2006,9,2936,1,4,2,1,10607,9/27/2019,380000
98545,Residential,50026000,9313 N JOYCE AV,,9,40,Ranch,Aluminum/Vinyl,1,1980,5,1007,1,3,1,NULL,9170,8/23/2019,135000
98558,Residential,50039000,9391 N JOYCE AV,,9,40,Colonial,Aluminum/Vinyl,2,1980,6,1489,1,3,1,1,10790,5/30/2019,185000
98562,Residential,50043000,9328 N JOYCE AV,,9,40,Ranch,Aluminum/Vinyl,1,1980,6,1505,1,3,2,NULL,8878,9/16/2019,170500
98594,Residential,50075000,9368 N 85TH ST,,9,40,Ranch,Aluminum/Vinyl,1,1981,6,1475,1,3,1,1,8400,10/11/2019,145500
98626,Residential,50107000,8138 W GLENBROOK RD,,9,40,Ranch,Aluminum/Vinyl,1,1989,5,1241,1,3,1,1,7200,7/10/2019,135000
98636,Residential,50117000,7970 W GLENBROOK RD,,9,40,Colonial,Aluminum/Vinyl,2,2006,9,2244,1,4,2,1,8925,8/28/2019,265000
98689,Condominium,70010000,"9170 N 70TH ST, Unit 5",NORTHRIDGE WOOD LAKE,9,5010,Condo Townhouse,,2,1973,6,1244,1,3,2,1,0,2/19/2019,89000
98715,Condominium,70036000,"9212 N 70TH ST, Unit 8",NORTHRIDGE WOOD LAKE,9,5010,Condo Townhouse,,2,1973,7,1437,1,4,2,1,0,7/22/2019,86000
98718,Condominium,70039000,"9240 N 70TH ST, Unit 3",NORTHRIDGE WOOD LAKE,9,5010,Condo Townhouse,,2,1973,6,1437,1,3,2,1,0,3/1/2019,75000
98723,Condominium,70044000,"9230 N 70TH ST, Unit 8",NORTHRIDGE WOOD LAKE,9,5010,Condo Townhouse,,1,1973,5,1437,1,3,2,1,0,11/8/2019,85500
98742,Condominium,70063000,"9270 N 70TH ST, Unit 6",NORTHRIDGE WOOD LAKE,9,5010,Condo Ranch,,1,1973,4,898,1,2,1,1,0,6/14/2019,41000
98743,Condominium,70064000,"9298 N 70TH ST, Unit 1",NORTHRIDGE WOOD LAKE,9,5010,Condo Townhouse,,2,1973,5,1253,1,3,1,1,0,4/19/2019,73000
98744,Condominium,70065000,"9296 N 70TH ST, Unit 2",NORTHRIDGE WOOD LAKE,9,5010,Condo Townhouse,,2,1973,5,1253,1,3,1,1,0,7/31/2019,69000
98782,Condominium,70103000,"6919 W GLENBROOK RD, Unit 1",NORTHRIDGE WOOD LAKE,9,5010,Condo Townhouse,,2,1973,5,1253,1,3,1,1,0,5/10/2019,82000
98783,Condominium,70104000,"6921 W GLENBROOK RD, Unit 2",NORTHRIDGE WOOD LAKE,9,5010,Condo Townhouse,,2,1973,5,1244,1,3,2,1,0,8/19/2019,77000
98861,Condominium,310246000,9011 N 70TH ST,NORTHRIDGE EASTBAY,9,5020,Condo Townhouse,,2,1973,7,1626,1,4,2,1,1,4/18/2019,105000
98908,Condominium,310293000,9117 N 70TH ST,NORTHRIDGE EASTBAY,9,5020,Condo Townhouse,,2,1973,5,1401,1,3,2,1,1,9/5/2019,96500
98989,Residential,310443000,6932 W BEATRICE CT,,9,40,Colonial,Aluminum/Vinyl,2,2005,9,2206,1,4,2,1,7756,2/8/2019,245000
99005,Residential,310459000,6918 W MARINE CT,,9,40,Bi-Level,Aluminum/Vinyl,1,1984,8,2212,1,4,2,1,7473,2/22/2019,157000
99105,Residential,330005000,8651 W GREENBROOK DR,,9,40,Ranch,Aluminum/Vinyl,1,1982,6,1487,1,3,1,1,7200,11/12/2019,165000
265041,Commercial,330015111,8530-8564 W BROWN DEER RD,,9,6452,Strip Shopping Center,Brick,1,1984,NULL,95932,13,NULL,NULL,NULL,0,4/22/2019,725000
99245,Condominium,330204000,9119 N 85TH ST,CONDO IV,9,5048,Low Rise 1-3 Stories,,1,1979,5,920,1,2,1,NULL,1,11/1/2019,40000
99247,Condominium,330206000,9123 N 85TH ST,CONDO IV,9,5048,Low Rise 1-3 Stories,,1,1979,5,920,1,2,1,NULL,1,10/2/2019,44000
99261,Condominium,330241000,"9060-101 N 85TH ST, Unit 14",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99262,Condominium,330242100,"9060 N 85TH ST, Unit 13",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99263,Condominium,330243000,"9060-103 N 85TH ST, Unit 10",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99264,Condominium,330244000,"9060-104 N 85TH ST, Unit 9",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99265,Condominium,330245000,"9060-105 N 85TH ST, Unit 6",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99266,Condominium,330246000,"9060-106 N 85TH ST, Unit 5",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99267,Condominium,330247110,"9060 N 85TH ST, Unit 2",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,905,1,2,1,NULL,1,8/29/2019,2300000
99268,Condominium,330248000,"9060-108 N 85TH ST, Unit 1",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,905,1,2,1,NULL,1,8/29/2019,2300000
99269,Condominium,330249100,"9060 N 85TH ST, Unit 16",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99270,Condominium,330250000,"9060-110 N 85TH ST, Unit 15",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99271,Condominium,330251100,"9060 N 85TH ST, Unit 12",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99272,Condominium,330252000,"9060-112 N 85TH ST, Unit 11",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99273,Condominium,330253000,"9060-113 N 85TH ST, Unit 8",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99274,Condominium,330254110,"9060 N 85TH ST, Unit 7",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99275,Condominium,330255000,"9060-115 N 85TH ST, Unit 4",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,952,1,2,1,NULL,1,8/29/2019,2300000
99276,Condominium,330256110,"9060 N 85TH ST, Unit 3",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,952,1,2,1,NULL,1,8/29/2019,2300000
99277,Condominium,330257000,"9050-201 N 85TH ST, Unit 1",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,905,1,2,1,NULL,1,8/29/2019,2300000
99278,Condominium,330258000,"9050-202 N 85TH ST, Unit 2",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,905,1,2,1,NULL,1,8/29/2019,2300000
99279,Condominium,330259000,"9050-203 N 85TH ST, Unit 3",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99280,Condominium,330260000,"9050-204 N 85TH ST, Unit 6",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99281,Condominium,330261000,"9050-205 N 85TH ST, Unit 9",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99282,Condominium,330262000,"9050-206 N 85TH ST, Unit 10",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99283,Condominium,330263000,"9050-207 N 85TH ST, Unit 13",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99284,Condominium,330264100,"9050 N 85TH ST, Unit 14",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99285,Condominium,330265000,"9050-209 N 85TH ST, Unit 3",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,952,1,2,1,NULL,1,8/29/2019,2300000
99286,Condominium,330266000,"9050-210 N 85TH ST, Unit 4",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,952,1,2,1,NULL,1,8/29/2019,2300000
99287,Condominium,330267000,"9050-211 N 85TH ST, Unit 7",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99288,Condominium,330268000,"9050-212 N 85TH ST, Unit 8",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99289,Condominium,330269000,"9050-213 N 85TH ST, Unit 11",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99290,Condominium,330270000,"9050-214 N 85TH ST, Unit 12",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99291,Condominium,330271000,"9050-215 N 85TH ST, Unit 15",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99292,Condominium,330272000,"9050-216 N 85TH ST, Unit 16",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99293,Condominium,330273000,"9040-301 N 85TH ST, Unit 1",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,905,1,2,1,NULL,1,8/29/2019,2300000
99294,Condominium,330274000,"9040-302 N 85TH ST, Unit 2",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,905,1,2,1,NULL,1,8/29/2019,2300000
99295,Condominium,330275000,"9040-303 N 85TH ST, Unit 5",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99296,Condominium,330276000,"9040-304 N 85TH ST, Unit 6",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99297,Condominium,330277000,"9040-305 N 85TH ST, Unit 9",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99298,Condominium,330278000,"9040-306 N 85TH ST, Unit 10",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99299,Condominium,330279000,"9040-307 N 85TH ST, Unit 13",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99300,Condominium,330280000,"9040-308 N 85TH ST, Unit 14",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,915,1,2,1,NULL,1,8/29/2019,2300000
99301,Condominium,330281000,"9040-309 N 85TH ST, Unit 3",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,952,1,2,1,NULL,1,8/29/2019,2300000
99302,Condominium,330282000,"9040-310 N 85TH ST, Unit 4",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,952,1,2,1,NULL,1,8/29/2019,2300000
99303,Condominium,330283000,"9040-311 N 85TH ST, Unit 7",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99304,Condominium,330284000,"9040-312 N 85TH ST, Unit 8",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99305,Condominium,330285000,"9040-313 N 85TH ST, Unit 11",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99306,Condominium,330286000,"9040-314 N 85TH ST, Unit 12",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99307,Condominium,330287000,"9040-315 N 85TH ST, Unit 15",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99308,Condominium,330288000,"9040-316 N 85TH ST, Unit 16",RIDGE COURT,9,5050,Low Rise 1-3 Stories,,1,1978,4,959,1,2,1,NULL,1,8/29/2019,2300000
99356,Condominium,340305000,"8827-E N 95TH ST, Unit e",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,5/23/2019,13000
99404,Condominium,340353000,"8860-E N 95TH ST, Unit e",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,8/26/2019,15000
99441,Condominium,340390000,"8884 N 95TH ST, Unit D",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,3/5/2019,35000
99470,Condominium,340513000,"8847-E N SWAN RD, Unit e",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,5/31/2019,27000
99595,Condominium,340644000,"9051-H N 95TH ST, Unit h",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,6,1249,1,4,1,1,1,11/22/2019,21000
99601,Condominium,340650000,"9061 N 95TH ST, Unit F",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,4/22/2019,25500
99643,Condominium,340692000,"9086-F N 95TH ST, Unit f",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,5/24/2019,20000
99683,Condominium,340732000,"9050-F N 95TH ST, Unit f",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,7/24/2019,8300
99702,Condominium,340751000,"9030-E N 95TH ST, Unit e",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,5/17/2019,25000
99755,Condominium,340804000,"8930-B N 95TH ST, Unit b",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,10/3/2019,30000
99787,Lg Apartment,340919000,8903 N MICHELE ST,,9,6610,AP2 (Conventional Apt with 7-11 Units),Masonary Frame,2,1978,0,8216,8,2,NULL,NULL,31720,8/30/2019,390000
99808,Lg Apartment,340950100,8947-8955 N 96TH ST,,9,6870,AP3 (Conventional Apt with 12-20 Units),Brick,2,1975,0,13048,16,2,NULL,NULL,40112,9/16/2019,800000
99882,Condominium,341073000,"9011-L N SWAN RD, Unit l",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,5/31/2019,14000
99895,Condominium,341086000,"9031 N SWAN RD, Unit B",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,5/15/2019,20000
99911,Condominium,341102000,"9125-H W ALLYN ST, Unit h",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,6/1/2019,5200
99934,Condominium,341125000,"9241-J W ALLYN ST, Unit j",WOODLANDS,9,5060,Condo Townhouse,,2.5,1970,5,1054,1,3,1,1,1,5/7/2019,22000
99972,Lg Apartment,341187000,9216-9218 W BROWN DEER RD,,9,6870,AP3 (Conventional Apt with 12-20 Units),Masonary Frame,2,1978,0,9700,12,1,NULL,NULL,22989,11/20/2019,560000
99972,Lg Apartment,341187000,9216-9218 W BROWN DEER RD,,9,6870,AP3 (Conventional Apt with 12-20 Units),Masonary Frame,2,1978,0,9700,12,2,NULL,NULL,22989,11/20/2019,560000
99973,Lg Apartment,341188000,9130-9132 W BROWN DEER RD,,9,6870,AP3 (Conventional Apt with 12-20 Units),Masonary Frame,2,1978,0,9700,12,1,NULL,NULL,34500,11/20/2019,600000
99973,Lg Apartment,341188000,9130-9132 W BROWN DEER RD,,9,6870,AP3 (Conventional Apt with 12-20 Units),Masonary Frame,2,1978,0,9700,12,2,NULL,NULL,34500,11/20/2019,600000
100117,Residential,380084000,8628 N 116TH ST,,9,240,Ranch,Fiber Cement/Hardiplank,1,2016,0,2013,1,3,2,NULL,16421,4/3/2019,318000
100135,Residential,380102000,11606 W HEATHER DR,,9,240,Colonial,Fiber Cement/Hardiplank,2,2017,0,2576,1,4,2,1,12064,5/13/2019,339000
100141,Residential,380108000,11602 W BRITTANY WA,,9,240,Colonial,Fiber Cement/Hardiplank,2,2008,9,2595,1,4,2,1,13287,6/27/2019,269800
100192,Condominium,390201000,10872 W DONNA DR,HIGHLANDS 2,9,5065,Low Rise 1-3 Stories,,1,1979,4,872,1,2,1,1,1,11/26/2019,49000
100263,Condominium,390272000,10838 W DONNA DR,HIGHLANDS 2,9,5065,Low Rise 1-3 Stories,,1,1979,4,880,1,2,1,1,1,11/8/2019,39900
100339,Residential,400029000,8549-8551 N 106TH ST,,9,240,Townhouse,Aluminum/Vinyl,2,1970,10,2423,2,6,2,2,8175,11/26/2019,126000
100397,Residential,400225000,8452 N 103RD ST,,9,240,Colonial,Aluminum/Vinyl,2,2005,9,2571,1,4,2,1,13712,10/18/2019,299500
100398,Residential,400226000,10218 W WABASH AV,,9,240,Colonial,Aluminum/Vinyl,2,2005,10,3059,1,4,3,NULL,12493,7/15/2019,370500
100418,Residential,400246000,8414 N 102ND CT,,9,240,Colonial,Aluminum/Vinyl,2,2004,10,3498,1,4,2,1,16435,5/31/2019,330000
100641,Commercial,429998112,8730 N 91ST ST,,9,6421,"Car Dealer, Truck Dealer",Concrete Block,1,1992,NULL,14165,2,NULL,NULL,NULL,187308,10/3/2019,850000
100651,Condominium,430184000,"8605-107 N SERVITE DR, Unit 107",SERVITE WOODS (ATRIUM),9,5070,Low Rise 1-3 Stories,,1,1974,5,1024,1,2,2,NULL,1,6/24/2019,47000
100665,Condominium,430198000,"8605-203 N SERVITE DR, Unit 203",SERVITE WOODS (ATRIUM),9,5070,Low Rise 1-3 Stories,,1,1974,4,1040,1,2,2,NULL,1,8/27/2019,42000
100722,Condominium,430255000,"8617-106 N SERVITE DR, Unit 106",SERVITE WOODS (ATRIUM),9,5070,Low Rise 1-3 Stories,,1,1974,4,1040,1,2,2,NULL,1,5/24/2019,35900
100724,Condominium,430257000,"8617-108 N SERVITE DR, Unit 108",SERVITE WOODS (ATRIUM),9,5070,Low Rise 1-3 Stories,,1,1974,4,914,1,2,1,1,1,9/11/2019,19500
100725,Condominium,430258000,"8617-109 N SERVITE DR, Unit 109",SERVITE WOODS (ATRIUM),9,5070,Low Rise 1-3 Stories,,1,1974,5,1056,1,2,1,1,1,8/30/2019,35000
100727,Condominium,430260000,"8623-111 N SERVITE DR, Unit 111",SERVITE WOODS (ATRIUM),9,5070,Low Rise 1-3 Stories,,2,1974,6,1496,1,2,1,1,1,3/21/2019,70000
100730,Condominium,430263000,"8619-114 N SERVITE DR, Unit 114",SERVITE WOODS (ATRIUM),9,5070,Low Rise 1-3 Stories,,1,1974,4,1040,1,2,2,NULL,1,3/8/2019,35500
100732,Condominium,430265000,"8619-116 N SERVITE DR, Unit 116",SERVITE WOODS (ATRIUM),9,5070,Low Rise 1-3 Stories,,1,1974,5,1024,1,2,2,NULL,1,7/26/2019,51950
100732,Condominium,430265000,"8619-116 N SERVITE DR, Unit 116",SERVITE WOODS (ATRIUM),9,5070,Low Rise 1-3 Stories,,1,1974,5,1024,1,2,2,NULL,1,5/20/2019,28000
100756,Condominium,430289000,"8629-104 N SERVITE DR, Unit 104",SERVITE WOODS (ATRIUM),9,5070,Low Rise 1-3 Stories,,1,1974,5,1024,1,2,2,NULL,1,12/6/2019,12000
100783,Condominium,430316000,"8631-215 N SERVITE DR, Unit 215",SERVITE WOODS (ATRIUM),9,5070,Low Rise 1-3 Stories,,1,1974,5,1024,1,2,2,NULL,1,6/20/2019,40000
100819,Condominium,430352000,"8643-215 N SERVITE DR, Unit 215",SERVITE WOODS (ATRIUM),9,5070,Low Rise 1-3 Stories,,1,1974,5,1024,1,2,2,NULL,1,6/28/2019,45000
100836,Condominium,430369000,8648 N SERVITE DR,SERVITE WOODS (TOWNHOUSES),9,5068,Condo Townhouse,,2,1974,6,1422,1,3,1,1,1,11/20/2019,66000
100866,Condominium,430400000,8590 N SERVITE DR,SERVITE WOODS (TOWNHOUSES),9,5068,Condo Townhouse,,2,1974,6,1436,1,3,1,1,1,4/30/2019,60000
100891,Condominium,430493000,7914 W HEATHER AV,SERVITE WOODS (TRILEVEL & BILEVEL),9,5069,Low Rise 1-3 Stories,,1.5,1978,5,1292,1,2,2,NULL,1,1/23/2019,82500
100904,Condominium,430506000,7806 W HEATHER AV,SERVITE WOODS (TRILEVEL & BILEVEL),9,5069,Low Rise 1-3 Stories,,1.5,1978,5,1292,1,1,2,NULL,1,12/10/2019,76000
100922,Condominium,430524000,7718 W HEATHER AV,SERVITE WOODS (TRILEVEL & BILEVEL),9,5069,Low Rise 1-3 Stories,,2,1978,6,1424,1,2,2,NULL,1,7/17/2019,69000
100949,Condominium,430551000,7609 W HEATHER AV,SERVITE WOODS (TRILEVEL & BILEVEL),9,5069,Low Rise 1-3 Stories,,1.5,1978,5,1292,1,2,2,NULL,1,5/30/2019,70000
100969,Condominium,430571000,7851 W HEATHER AV,SERVITE WOODS (TRILEVEL & BILEVEL),9,5069,Low Rise 1-3 Stories,,1.5,1978,5,1292,1,1,2,NULL,1,6/6/2019,65000
100970,Condominium,430572000,7853 W HEATHER AV,SERVITE WOODS (TRILEVEL & BILEVEL),9,5069,Low Rise 1-3 Stories,,1.5,1978,5,1292,1,2,2,NULL,1,8/12/2019,73500
101047,Condominium,430766000,8032 W MANOR CR,SERVITE MANOR,9,5073,Condo Ranch,,1,1986,4,1008,1,2,1,NULL,1,1/10/2019,62500
101056,Condominium,430775000,8042 W MANOR CR,SERVITE MANOR,9,5073,Condo Townhouse,,2,1986,5,1182,1,3,1,1,1,2/20/2019,57500
101069,Condominium,430796000,8051 W MANOR CR,SERVITE MANOR,9,5073,Condo Townhouse,,2,1989,6,1149,1,2,1,1,1,2/28/2019,58290
101078,Condominium,430822000,8067 W MANOR CR,SERVITE MANOR,9,5073,Condo Townhouse,,2,1990,6,1149,1,2,1,1,1,5/21/2019,70000
260797,Commercial,430871000,8155-8173 W BROWN DEER RD,,9,6452,Neighborhood Center,Concrete Block,1,1975,NULL,141851,22,NULL,NULL,NULL,0,1/9/2019,1150000
101100,Condominium,440033000,8745 N 72ND ST,WHISPERING HILLS (WALK-UP),9,5080,Condo Ranch,,1,1972,4,950,1,2,1,1,1,10/17/2019,40000
101127,Condominium,440060000,8755 N 72ND ST,WHISPERING HILLS (WALK-UP),9,5080,Condo BI/TRI Level,,1,1972,4,955,1,2,1,1,1,9/25/2019,67200
101128,Condominium,440061000,"8757 N 72ND ST, Unit 1",WHISPERING HILLS (WALK-UP),9,5080,Condo BI/TRI Level,,1,1972,3,788,1,1,1,NULL,1,7/10/2019,23000
101147,Condominium,440080000,8743 N 72ND ST,WHISPERING HILLS (WALK-UP),9,5080,Condo BI/TRI Level,,1,1972,4,955,1,2,1,1,1,10/2/2019,72100
101155,Condominium,440088110,8735 N 72ND ST,WHISPERING HILLS (ELEVATOR),9,5081,Low Rise 1-3 Stories,,1,1973,5,1127,1,2,2,NULL,1,1/8/2019,48500
101157,Condominium,440090000,8735 N 72ND ST,WHISPERING HILLS (ELEVATOR),9,5081,Low Rise 1-3 Stories,,1,1973,5,1067,1,2,2,NULL,1,7/25/2019,65000
101161,Condominium,440094000,8735 N 72ND ST,WHISPERING HILLS (ELEVATOR),9,5081,Low Rise 1-3 Stories,,1,1973,4,863,1,1,1,NULL,1,10/10/2019,36000
101184,Condominium,440117000,8727 N 72ND ST,WHISPERING HILLS (WALK-UP),9,5080,Condo BI/TRI Level,,1,1972,4,989,1,2,1,1,1,11/1/2019,58000
101185,Condominium,440118000,8727 N 72ND ST,WHISPERING HILLS (WALK-UP),9,5080,Condo Ranch,,1,1972,4,936,1,2,1,1,1,7/31/2019,62000
101185,Condominium,440118000,8727 N 72ND ST,WHISPERING HILLS (WALK-UP),9,5080,Condo Ranch,,1,1972,4,936,1,2,1,1,1,7/3/2019,31000
101205,Condominium,440138000,8664 N 73RD ST,WHISPERING HILLS (TOWNHOUSE),9,5082,Condo Townhouse,,1.5,1973,6,1490,1,3,1,1,1,4/12/2019,81457
101227,Condominium,440160000,8639 N 73RD ST,WHISPERING HILLS (TOWNHOUSE),9,5082,Condo Townhouse,,1.5,1973,4,1210,1,2,1,1,1,3/25/2019,72500
101237,Condominium,440170000,7240 W WABASH AV,WHISPERING HILLS (TOWNHOUSE),9,5082,Condo Townhouse,,1.5,1973,6,1490,1,3,1,1,1,5/3/2019,100000
101242,Condominium,440175000,7252 W WABASH AV,WHISPERING HILLS (TOWNHOUSE),9,5082,Condo Townhouse,,1.5,1973,4,1210,1,2,1,1,1,5/3/2019,69900
101254,Condominium,440187000,7281 W WABASH AV,WHISPERING HILLS (TOWNHOUSE),9,5082,Condo Townhouse,,1.5,1973,4,1210,1,2,1,1,1,5/20/2019,73500
101271,Condominium,440204000,7205 W WABASH AV,WHISPERING HILLS (TOWNHOUSE),9,5082,Condo Townhouse,,1.5,1973,4,1210,1,2,1,1,1,6/7/2019,75500
101289,Condominium,440222000,7220 W WABASH AV,WHISPERING HILLS (TOWNHOUSE),9,5082,Condo Townhouse,,1.5,1973,6,1490,1,3,1,1,1,6/7/2019,86000
101306,Commercial,440243110,6801-6917 W BROWN DEER RD,,9,6452,Strip Shopping Center,Brick,1,1989,NULL,35412,15,NULL,NULL,NULL,152634,2/8/2019,3600000
101370,Condominium,440347000,"7007 W HUMMINGBIRD CT, Unit 57",TRINITY COURT CONDOMINIUMS,9,5083,Condo Townhouse,,1,1989,6,1530,1,2,2,NULL,0,1/14/2019,115000
101489,Manufacturing,690083000,8050 N GRANVILLE WOODS RD,,9,6300,Not Listed (Exm or Mfg),,,NULL,NULL,0,1,NULL,NULL,NULL,0,3/5/2019,1100000
101546,Residential,709989120,7928 W BRADLEY RD,,9,240,Cape Cod,Aluminum/Vinyl,1,1949,6,1232,1,3,1,1,21583,2/22/2019,75000
101598,Condominium,720332000,9630 W BRADLEY RD,PARKWAY VILLAGE (1),9,5090,Condo Ranch,,1,1974,4,890,1,2,1,NULL,1,11/1/2019,81500
101607,Condominium,720341000,9600 W BRADLEY RD,PARKWAY VILLAGE (1),9,5090,Condo Townhouse,,2,1974,5,1114,1,3,1,1,1,4/19/2019,64000
101644,Condominium,720378000,8014 N 94TH ST,PARKWAY VILLAGE (1),9,5090,Condo Townhouse,,2,1974,5,1138,1,3,1,1,1,7/1/2019,100000
