PropertyID,PropType,taxkey,Address,CondoProject,District,nbhd,Style,Extwall,Stories,Year_Built,Rooms,FinishedSqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
115082,Residential,1740674000,5859 N 66TH ST,,2,960,Cape Cod,Aluminum/Vinyl,1,1955,6,1106,1,4,1,NULL,4920,3/18/2019,75000
115115,Residential,1740706000,5766-5768 N 68TH ST,,2,960,Duplex N/S,Aluminum/Vinyl,2,1955,8,1888,2,4,2,NULL,5400,8/23/2019,64032
115123,Residential,1740714000,5718 N 68TH ST,,2,960,Ranch,Aluminum/Vinyl,1,1955,4,849,1,2,1,NULL,4800,9/27/2019,100000
115123,Residential,1740714000,5718 N 68TH ST,,2,960,Ranch,Aluminum/Vinyl,1,1955,4,849,1,2,1,NULL,4800,5/21/2019,44000
115184,Residential,1740778000,5647 N 64TH ST,,2,960,Duplex N/S,Aluminum/Vinyl,1.5,1966,10,2160,2,5,2,1,5000,1/21/2019,105000
115192,Residential,1740786000,5658 N 66TH ST,,2,960,Ranch,Aluminum/Vinyl,1,1954,4,768,1,2,1,NULL,4880,5/1/2019,58500
115212,Residential,1740806000,5669 N 65TH ST,,2,960,Ranch,Aluminum/Vinyl,1,1953,4,672,1,2,1,NULL,4920,7/15/2019,38000
115232,Residential,1740826000,5664-5666 N 68TH ST,,2,960,Duplex N/S,Aluminum/Vinyl,2,1957,10,2216,2,6,2,NULL,4800,10/15/2019,107000
115303,Residential,1741111000,5730 N 63RD ST,,9,960,Ranch,Aluminum/Vinyl,1,1955,4,672,1,2,1,NULL,8120,2/12/2019,55000
115316,Residential,1741202000,5967-5969 N 62ND ST,,9,960,Duplex N/S,Asphalt/Other,2,1958,10,1884,2,6,2,NULL,7102,4/12/2019,99000
115326,Lg Apartment,1741212000,5940-5942 N 63RD ST,,9,6621,AP2 (Conventional Apt with 7-11 Units),Masonary Frame,2,1958,0,5324,8,1,NULL,NULL,18088,9/20/2019,2200000
115326,Lg Apartment,1741212000,5940-5942 N 63RD ST,,9,6621,AP2 (Conventional Apt with 7-11 Units),Masonary Frame,2,1958,0,5324,8,2,NULL,NULL,18088,9/20/2019,2200000
115353,Commercial,1749995100,6204 W SILVER SPRING DR,,9,6218,Fast Food Operation,Brick on Block,1,1984,NULL,1930,2,NULL,NULL,NULL,19369,3/19/2019,375000
115360,Residential,1750005000,5809 N 70TH ST,,2,980,Ranch,Aluminum/Vinyl,1,1955,7,1062,1,4,1,NULL,6360,12/23/2019,65000
115411,Residential,1750056000,7116-7118 W SILVER SPRING DR,,2,980,Duplex N/S,Aluminum/Vinyl,2,1955,10,1748,2,6,2,NULL,6000,9/20/2019,105000
115447,Residential,1750092000,7132 W THURSTON AV,,2,980,Cape Cod,Aluminum/Vinyl,1,1955,5,982,1,3,1,NULL,5400,3/18/2019,80000
115455,Residential,1750100000,5746 N 72ND ST,,2,980,Ranch,Aluminum/Vinyl,1,1955,5,875,1,3,1,NULL,7000,10/24/2019,88000
115459,Residential,1750104000,5774 N 72ND ST,,2,980,Ranch,Aluminum/Vinyl,1,1955,5,875,1,3,1,NULL,7280,5/3/2019,67000
115461,Commercial,1750205100,5950-5954 N 76TH ST,,2,6214,"Store Building - Single tenant, 1 story",Concrete Block,1,1961,NULL,4558,2,NULL,NULL,NULL,9600,4/10/2019,108500
115475,Residential,1750226000,7507 W FLORIST AV,,2,980,Ranch,Brick,1,1965,5,1092,1,3,1,1,4800,7/31/2019,80000
115525,Residential,1750275200,5938 N 74TH ST,,2,980,Ranch,Aluminum/Vinyl,1,1967,6,1417,1,3,1,1,7102,9/25/2019,100000
115556,Residential,1750300000,5846 N 73RD ST,,2,980,Ranch,Frame,1,1948,5,1122,1,3,1,1,9600,5/22/2019,127500
115578,Residential,1750324000,5874 N 75TH ST,,2,980,Ranch,Brick,1,1955,5,1040,1,3,1,NULL,5040,7/19/2019,100000
115593,Residential,1750339000,7408 W CARMEN AV,,2,980,Ranch,Aluminum/Vinyl,1,1960,5,1036,1,3,1,NULL,5400,8/2/2019,87000
115632,Lg Apartment,1750378100,5734 N 76TH ST,,2,6620,AP1 (Conventional Apt with 4-6 Units),Masonary Frame,2,1959,0,3616,4,2,NULL,NULL,9600,11/13/2019,200000
115672,Residential,1750421000,5722 N 75TH ST,,2,980,Cape Cod,Frame,1,1964,6,1302,1,4,1,1,4800,7/31/2019,130000
115704,Residential,1750454000,7215 W CARMEN AV,,2,980,Ranch,Aluminum/Vinyl,1,1958,4,824,1,2,1,NULL,4800,10/28/2019,61000
115745,Residential,1750495000,5649 N 72ND ST,,2,980,Ranch,Alum/Vynyl Siding,1,1955,5,864,1,3,1,NULL,4800,5/7/2019,73500
115773,Residential,1750524000,7401 W THURSTON AV,,2,980,Cape Cod,Aluminum/Vinyl,1,1956,5,939,1,3,1,NULL,5182,7/29/2019,90000
115833,Residential,1750647000,5906-5908 N 70TH ST,,2,960,Duplex N/S,Aluminum/Vinyl,2,1957,8,1879,2,4,2,NULL,5280,12/11/2019,94000
115854,Residential,1750668000,5907-5909 N 70TH ST,,2,960,Duplex N/S,Aluminum/Vinyl,2,1957,10,2254,2,6,2,NULL,4920,2/25/2019,142000
115882,Residential,1750697000,5909 N 71ST ST,,2,980,Cape Cod,Aluminum/Vinyl,1,1955,6,1221,1,4,1,NULL,5200,12/19/2019,18000
115884,Residential,1750699000,5902 N 72ND ST,,2,980,Ranch,Brick,1,1946,5,1191,1,3,2,0,5980,6/28/2019,71000
115908,Residential,1750724110,5850 N 72ND ST,,2,980,Cape Cod,Stone,1,1951,6,1309,1,3,1,NULL,7800,1/15/2019,83500
115910,Residential,1750727100,5870 N 72ND ST,,2,980,Cape Cod,Stone,1,1940,5,949,1,3,1,NULL,10400,8/23/2019,79310
116020,Residential,1750841000,5707 N 69TH ST,,2,980,Ranch,Aluminum/Vinyl,1,1958,5,949,1,3,1,NULL,5000,8/7/2019,53000
116025,Residential,1750846000,5718 N 70TH ST,,2,980,Ranch,Aluminum/Vinyl,1,1955,5,864,1,3,1,NULL,5080,5/29/2019,84000
116032,Residential,1750853000,5756 N 70TH ST,,2,980,Ranch,Aluminum/Vinyl,1,1955,5,843,1,3,1,NULL,5120,7/31/2019,101900
116058,Residential,1750878000,5668 N 70TH ST,,2,980,Ranch,Asphalt/Other,1,1955,4,672,1,2,1,NULL,5000,6/20/2019,280000
116099,Residential,1760034000,5626 N 79TH ST,,2,980,Ranch,Aluminum/Vinyl,1,1964,5,1164,1,3,1,1,4800,3/29/2019,107500
116109,Residential,1760044000,5635 N 78TH ST,,2,980,Ranch,Aluminum/Vinyl,1,1962,6,1300,1,3,1,1,8400,8/30/2019,145000
116184,Residential,1760129000,5688 N 78TH ST,,2,980,Ranch,Aluminum/Vinyl,1,1956,5,960,1,3,1,NULL,6732,6/18/2019,85000
116218,Residential,1760164000,5771 N 78TH ST,,2,980,Ranch,Aluminum/Vinyl,1,1970,5,1149,1,3,1,1,6150,11/15/2019,110000
116223,Residential,1760169000,5760 N 80TH ST,,2,980,Bi-Level,Aluminum/Vinyl,1,1971,6,1200,1,4,1,1,4800,2/26/2019,127500
116229,Residential,1760175000,5712 N 80TH ST,,2,980,Ranch,Aluminum/Vinyl,1,1966,5,1310,1,3,1,1,4800,7/30/2019,138450
116280,Residential,1760228000,5848 N 78TH ST,,2,980,Ranch,Brick,1,1961,4,891,1,2,1,NULL,6000,4/24/2019,97000
116304,Residential,1760251000,5842 N 79TH ST,,2,980,Ranch,Frame,1,1963,5,1015,1,2,1,NULL,6150,7/19/2019,86000
116306,Residential,1760253000,5830 N 79TH ST,,2,980,Ranch,Brick,1,1956,4,841,1,2,1,NULL,6150,8/7/2019,86000
116354,Commercial,1760301110,5925 N 76TH ST,,2,6214,"Store Building - Single tenant, 1 story",Concrete Block,1,2019,NULL,7500,0,NULL,NULL,NULL,23100,3/7/2019,55000
116371,Residential,1760320000,5917 N 78TH ST,,2,980,Ranch,Aluminum/Vinyl,1,1954,7,1326,1,4,1,1,6150,8/14/2019,93000
116419,Residential,1760374000,7713 W FLORIST AV,,2,980,Ranch,Asphalt/Other,1,1979,5,910,1,3,1,NULL,4000,1/8/2019,124900
116445,Residential,1760423000,5830-5832 N 83RD ST,,2,980,Duplex N/S,Aluminum/Vinyl,2,1957,10,2064,2,6,2,NULL,7040,5/17/2019,132000
116450,Residential,1760428000,5877 N 82ND ST,,2,980,Ranch,Aluminum/Vinyl,1,1958,5,978,1,3,1,NULL,6912,2/28/2019,121000
116483,Residential,1760461000,5876 N 81ST ST,,2,980,Ranch,Asphalt/Other,1,1959,5,966,1,3,1,1,6360,12/6/2019,114000
116508,Residential,1760516000,"5753 N 81ST ST, Unit .",,2,980,Ranch,Brick,1,1957,5,983,1,3,1,NULL,7425,8/6/2019,130000
116520,Residential,1760535000,5753 N 80TH ST,,2,980,Ranch,Brick,1,1958,5,944,1,3,1,NULL,7370,7/11/2019,114000
116634,Residential,1770034000,5649-5651 N 90TH ST,,2,1020,Duplex N/S,Brick,2,1960,10,2352,2,6,2,2,7800,10/25/2019,126200
116642,Lg Apartment,1770042000,5730 N 91ST ST,,2,6674,AP1 (Conventional Apt with 4-6 Units),Brick,2,1959,0,3382,4,2,NULL,NULL,10500,8/30/2019,199900
116648,Residential,1770048000,8915--A W CARMEN AV,,2,1020,Duplex N/S,Aluminum/Vinyl,1.5,1965,9,1999,2,5,2,1,7625,8/23/2019,98987
116649,Residential,1770049000,8923--A W CARMEN AV,,2,1020,Duplex N/S,Aluminum/Vinyl,1.5,1965,9,1999,2,5,2,1,7625,9/18/2019,75000
116652,Residential,1770052110,5770 N 90TH ST,,2,1020,Ranch,Aluminum/Vinyl,1,1960,5,1183,1,3,1,1,9972,4/12/2019,99900
116655,Residential,1770055000,5748 N 90TH ST,,2,1020,Ranch,Aluminum/Vinyl,1,1962,5,1116,1,3,1,1,7860,6/21/2019,61250
116655,Residential,1770055000,5748 N 90TH ST,,2,1020,Ranch,Aluminum/Vinyl,1,1962,5,1116,1,3,1,1,7860,11/25/2019,100115
116658,Residential,1770058000,5724 N 90TH ST,,2,1020,Ranch,Aluminum/Vinyl,1,1961,5,1183,1,3,1,1,7860,11/15/2019,NULL
116700,Residential,1770100000,8675 W MEDFORD AV,,2,1020,Ranch,Aluminum/Vinyl,1,1963,5,1142,1,3,1,1,7680,2/1/2019,107000
116724,Lg Apartment,1770124000,8645 W FOND DU LAC AV,,2,6674,AP1 (Conventional Apt with 4-6 Units),Brick,2,1960,0,4102,4,3,NULL,NULL,9600,10/31/2019,265000
116727,Lg Apartment,1770127100,"8613 W FOND DU LAC AV, Unit .",,2,6674,AP1 (Conventional Apt with 4-6 Units),Brick,2,1960,0,4102,4,3,NULL,NULL,10984,8/19/2019,280000
116863,Lg Apartment,1779981121,9015 W THURSTON AV,,2,6674,AP1 (Conventional Apt with 4-6 Units),Brick,2,1960,0,4310,6,2,NULL,NULL,12000,8/2/2019,227500
116863,Lg Apartment,1779981121,9015 W THURSTON AV,,2,6674,AP1 (Conventional Apt with 4-6 Units),Brick,2,1960,0,4310,6,1,NULL,NULL,12000,8/2/2019,227500
116886,Commercial,1779998100,8424 W SILVER SPRING DR,,2,6212,Strip Shopping Center,Concrete Block,1,1985,NULL,10454,4,NULL,NULL,NULL,34692,1/16/2019,465000
116893,Lg Apartment,1780021100,9825-9831 W CARMEN AV,,2,6674,Townhouse Apartment,Masonary Frame,2,1965,0,4674,4,2,NULL,NULL,9050,6/28/2019,205000
116893,Lg Apartment,1780021100,9825-9831 W CARMEN AV,,2,6674,Townhouse Apartment,Masonary Frame,2,1965,0,4674,4,3,NULL,NULL,9050,6/28/2019,205000
116910,Residential,1780039000,5723 N 98TH ST,,2,1020,Ranch,Aluminum/Vinyl,1,1961,5,976,1,3,1,NULL,4920,6/4/2019,110000
116934,Residential,1780073000,5724-5726 N 98TH ST,,2,1020,Duplex N/S,Aluminum/Vinyl,1.5,1964,9,2013,2,5,2,1,4920,6/7/2019,112500
116983,Residential,1780131000,5735 N 96TH ST,,2,1020,Ranch,Asphalt/Other,1,1960,5,976,1,3,1,NULL,4920,11/1/2019,125000
116989,Residential,1780137000,5767 N 96TH ST,,2,1020,Ranch,Aluminum/Vinyl,1,1959,5,1040,1,3,1,1,4920,6/5/2019,148900
117024,Residential,1780202000,9721-9723 W REICHERT PL,,2,1020,Townhouse,Aluminum/Vinyl,2,1965,10,2216,2,6,2,2,5400,6/19/2019,143000
117087,Residential,1780308000,5812-5814 N 94TH ST,,2,1020,Duplex N/S,Aluminum/Vinyl,2,1964,10,1983,2,6,2,NULL,4840,2/20/2019,118000
117089,Residential,1780309200,5800-5802 N 94TH ST,,2,1020,Duplex N/S,Asphalt/Other,2,1960,10,1964,2,6,2,NULL,4840,3/29/2019,102000
117123,Residential,1780344000,9128-9132 W CARMEN AV,,2,1020,Townhouse,Aluminum/Vinyl,2,1966,10,2484,2,6,2,2,4800,5/16/2019,115000
117134,Lg Apartment,1780356100,5740 N 94TH ST,,2,6674,Townhouse Apartment,Masonary Frame,2,1966,0,7398,6,3,NULL,NULL,15246,8/15/2019,380000
117135,Residential,1780358000,5734-5736 N 94TH ST,,2,1020,Duplex N/S,Aluminum/Vinyl,2,1970,10,2746,2,6,2,2,5082,5/24/2019,146000
117209,Residential,1780433000,5678 N 94TH ST,,2,1020,Ranch,Frame,1,1953,5,1102,1,3,1,1,7260,8/23/2019,78161
117213,Residential,1780438000,5646 N 94TH ST,,2,1020,Colonial,Aluminum/Vinyl,2,2006,0,1710,1,3,2,NULL,4840,6/29/2019,125000
117216,Residential,1780442000,5624 N 94TH ST,,2,1020,Residence O/S,Brick,1.5,1929,6,1643,1,3,2,1,4840,4/9/2019,93000
117243,Residential,1780472111,9138 W THURSTON AV,,2,1020,Ranch,Frame,1,1952,4,1016,1,2,1,NULL,6480,5/28/2019,105000
117248,Residential,1780487100,9245 W SWAN CR,,2,1020,Ranch,Aluminum/Vinyl,1,1961,5,942,1,3,1,NULL,5307,7/15/2019,105941
117285,Residential,1789979100,5847 N 91ST ST,,2,1020,Duplex O/S,Aluminum/Vinyl,1.5,1900,9,1536,2,4,2,NULL,18023,4/26/2019,51000
117287,Manufacturing,1789982115,5900 N 94TH ST,,2,6300,Warehouse Building - 1 Story,Concrete Block,1,1957,NULL,7256,1,NULL,NULL,NULL,0,9/19/2019,300000
117301,Residential,1789992100,5645 N 94TH ST,,2,1020,Ranch,Brick,1,1954,5,1021,1,3,1,NULL,14715,6/28/2019,131500
117304,Lg Apartment,1789994110,5610-5664 N 95TH ST,,2,6967,AP4 (Conv Apt with 21 or more Units),Masonary Frame,2,1966,0,34972,28,4,NULL,NULL,0,9/30/2019,2750000
117304,Lg Apartment,1789994110,5610-5664 N 95TH ST,,2,6967,AP4 (Conv Apt with 21 or more Units),Masonary Frame,2,1966,0,34972,28,3,NULL,NULL,0,9/30/2019,2750000
117339,Commercial,1799982119,9921 W CARMEN AV,,2,6212,Auto & Auto Body Repair,Concrete Block,1,1963,NULL,5019,1,NULL,NULL,NULL,11826,3/18/2019,242000
117371,Residential,1800032000,10711 W BOBOLINK AV,,5,780,Ranch,Aluminum/Vinyl,1,1971,6,1517,1,3,1,1,10650,10/9/2019,173400
117394,Residential,1800123000,11043 W CARMEN AV,,5,780,Colonial,Aluminum/Vinyl,2,1980,6,1949,1,3,1,1,10472,11/15/2019,216000
117397,Residential,1800132100,10911 W BOBOLINK AV,,5,780,Cape Cod,Stone,1,1939,5,1257,1,2,1,NULL,13720,9/6/2019,151900
117421,Residential,1800183000,10802-10804 W WREN AV,,5,780,Townhouse,Aluminum/Vinyl,2,1980,12,2896,2,6,2,2,7200,6/19/2019,172500
117422,Residential,1800185000,10742-10744 W WREN AV,,5,780,Townhouse,Aluminum/Vinyl,2,1980,12,2896,2,6,2,2,8400,5/16/2019,208000
117457,Residential,1800311000,10721-10723 W WREN AV,,5,780,Townhouse,Aluminum/Vinyl,2,1980,12,2896,2,6,2,2,10224,5/16/2019,198000
117458,Residential,1800312000,10725 W WREN AV,,5,780,Townhouse,Aluminum/Vinyl,2,1992,10,2880,2,6,2,2,12031,1/11/2019,192400
117519,Residential,1809990214,10801 W WREN AV,,5,780,Duplex N/S,Aluminum/Vinyl,2,1989,10,2223,2,6,2,NULL,9361,8/9/2019,117900
117522,Residential,1809992000,10807 W BOBOLINK AV,,5,780,Colonial,Aluminum/Vinyl,2,1930,5,1120,1,2,1,NULL,218163,6/24/2019,167500
117540,Residential,1810341100,5861 N LOVERS LANE RD,,5,780,Duplex-Cottage,Aluminum/Vinyl,2,1890,8,2466,2,3,2,NULL,15431,5/24/2019,134500
117545,Residential,1810371000,11735 W BOBOLINK AV,,5,780,Ranch,Brick,1,1974,5,1215,1,3,1,1,9380,3/21/2019,168000
117583,Residential,1810454000,11741 W FLAGG AV,,5,780,Townhouse,Aluminum/Vinyl,2,1981,10,2423,2,6,2,2,7920,9/27/2019,195000
117590,Residential,1810481000,11823 W BOBOLINK AV,,5,780,Ranch,Aluminum/Vinyl,1,1949,5,1000,1,3,1,NULL,11390,1/3/2019,152500
117596,Commercial,1810511000,12130 W CARMEN AV,,5,6212,Warehouse Building - 1 Story,Concrete Block,1,1990,NULL,14416,2,NULL,NULL,NULL,44431,2/27/2019,690000
117658,Residential,1819969200,11733 W FLORIST AV,,5,780,Ranch,Brick,1,1957,5,1517,1,3,2,NULL,27878,6/24/2019,167000
117679,Condominium,1820102000,"5253 N LOVERS LANE RD, Unit 102",NEWPORT WEST,5,5180,Low Rise 1-3 Stories,,1,1972,4,990,1,2,2,NULL,1,1/9/2019,40000
117682,Condominium,1820105000,"5253 N LOVERS LANE RD, Unit 105",NEWPORT WEST,5,5180,Low Rise 1-3 Stories,,1,1972,4,990,1,2,2,NULL,1,4/12/2019,44000
117706,Condominium,1820129000,"5253 N LOVERS LANE RD, Unit 129",NEWPORT WEST,5,5180,Low Rise 1-3 Stories,,1,1972,4,912,1,2,2,NULL,1,2/19/2019,51000
117787,Condominium,1820211000,"5253 N LOVERS LANE RD, Unit 331",NEWPORT WEST,5,5180,Low Rise 1-3 Stories,,1,1972,4,970,1,2,2,NULL,1,7/29/2019,48500
117853,Residential,1830005000,5253 N 108TH CT,,5,1040,Split Level,Brick,1,1961,7,1727,1,4,2,NULL,9720,1/30/2019,232000
117881,Commercial,1830223000,11231 W SILVER SPRING DR,,5,6440,Fast Food Operation,Concrete Block,1,1980,NULL,3298,1,NULL,NULL,NULL,0,6/4/2019,300000
117908,Residential,1839991100,5311 N 107TH ST,,5,1040,Ranch,Aluminum/Vinyl,1,1948,5,1080,1,3,1,NULL,15500,9/16/2019,122000
117925,Residential,1840009000,10511 W SILVER SPRING DR,,5,1040,Ranch,Aluminum/Vinyl,1,1956,5,1056,1,3,1,NULL,7200,7/23/2019,46000
117955,Residential,1840039100,5464 N 107TH ST,,5,1040,Ranch,Frame,1,1955,6,1067,1,3,1,1,8990,6/3/2019,130000
117963,Residential,1840047100,5402 N 107TH ST,,5,1040,Ranch,Aluminum/Vinyl,1,1956,5,1132,1,3,1,1,8990,11/29/2019,140000
117999,Residential,1840083000,10421 W SHERIDAN AV,,5,1040,Ranch,Aluminum/Vinyl,1,1956,5,1027,1,3,1,NULL,8400,9/19/2019,103700
118007,Residential,1840091000,10340 W BIRCH AV,,5,1040,Ranch,Aluminum/Vinyl,1,1956,5,1067,1,3,1,1,8400,4/25/2019,128900
118024,Residential,1840108000,10429 W BIRCH AV,,5,1040,Ranch,Aluminum/Vinyl,1,1956,5,935,1,3,1,NULL,8400,3/4/2019,105000
118026,Residential,1840110000,10413 W BIRCH AV,,5,1040,Ranch,Brick,1,1956,6,1301,1,3,2,NULL,8400,9/14/2019,153000
118042,Residential,1840126000,10524 W RAE AV,,5,1040,Ranch,Aluminum/Vinyl,1,1956,5,1019,1,3,1,NULL,8400,3/5/2019,127900
118067,Residential,1840151000,10514 W CUSTER AV,,5,1040,Ranch,Brick,1,1956,5,941,1,3,1,NULL,8400,3/22/2019,81000
118095,Residential,1840179000,10522 W LAWN AV,,5,1040,Ranch,Aluminum/Vinyl,1,1955,5,1019,1,3,1,NULL,8400,8/9/2019,150000
118098,Residential,1840182000,10525 W LAWN AV,,5,1040,Ranch,Brick,1,1956,5,1150,1,3,1,NULL,7200,4/19/2019,119900
118102,Residential,1840186000,10435 W LAWN AV,,5,1040,Ranch,Brick,1,1956,5,941,1,3,1,NULL,7200,1/11/2019,130000
118107,Residential,1840191000,10331 W LAWN AV,,5,1040,Ranch,Aluminum/Vinyl,1,1955,5,1082,1,3,1,NULL,7200,8/16/2019,157900
118119,Residential,1840203000,10504 W ROHR AV,,5,1040,Ranch,Aluminum/Vinyl,1,1956,5,1414,1,3,2,NULL,7200,4/17/2019,139900
118120,Residential,1840204000,10516 W ROHR AV,,5,1040,Ranch,Frame,1,1956,5,1131,1,3,1,1,7200,3/27/2019,111500
118124,Residential,1840208000,10525 W ROHR AV,,5,1040,Ranch,Brick,1,1955,5,936,1,3,1,NULL,7200,7/13/2019,128000
118130,Residential,1840214000,10419 W ROHR AV,,5,1040,Ranch,Aluminum/Vinyl,1,1956,6,1262,1,3,1,1,7200,5/31/2019,150000
118162,Residential,1840246000,10614-10616 W VILLARD AV,,5,1040,Duplex N/S,Aluminum/Vinyl,2,1957,10,2282,2,6,2,NULL,7739,3/8/2019,132000
118165,Residential,1840249000,10532 W VILLARD AV,,5,1040,Ranch,Brick,1,1956,5,1028,1,2,1,NULL,7735,5/24/2019,80000
118176,Residential,1840260000,5247 N 106TH ST,,5,1040,Ranch,Masonry/Frame,1,1955,5,989,1,3,1,NULL,7015,2/14/2019,109900
118194,Residential,1840278000,5478 N 103RD ST,,5,1040,Ranch,Aluminum/Vinyl,1,1955,6,1132,1,3,1,1,7497,7/30/2019,128000
118196,Residential,1840280000,5462 N 103RD ST,,5,1040,Ranch,Aluminum/Vinyl,1,1955,6,1132,1,3,1,1,7497,6/5/2019,105594
118199,Residential,1840283000,5436 N 103RD ST,,5,1040,Ranch,Frame,1,1956,6,1132,1,3,1,1,7560,6/14/2019,163000
118229,Residential,1840313000,10433 W CALDWELL AV,,5,1040,Ranch,Aluminum/Vinyl,1,1956,5,1022,1,3,1,NULL,7500,10/29/2019,151500
118229,Residential,1840313000,10433 W CALDWELL AV,,5,1040,Ranch,Aluminum/Vinyl,1,1956,5,1022,1,3,1,NULL,7500,5/28/2019,75000
118241,Residential,1840402000,10437-10439 W SILVER SPRING DR,,5,1040,Townhouse,Aluminum/Vinyl,2,1970,10,2376,2,6,2,2,8896,6/18/2019,139900
118274,Commercial,1850248110,9632 W APPLETON AV,,2,6449,Nursing Home,Brick,5,1958,NULL,161196,150,NULL,NULL,NULL,0,9/6/2019,325000
118277,Residential,1850258000,9505-9507 W BECKETT AV,,2,1020,Duplex N/S,Aluminum/Vinyl,1.5,1961,9,1870,2,5,2,NULL,4800,6/28/2019,2000000
118284,Residential,1850265000,9551 W BECKETT AV,,2,1020,Ranch,Frame,1,1957,5,1092,1,3,1,NULL,6240,10/8/2019,105000
118313,Lg Apartment,1850528000,9315 W SHERIDAN AV,,2,6674,AP1 (Conventional Apt with 4-6 Units),Brick,2,1961,0,3568,4,2,NULL,NULL,9764,10/16/2019,199900
118315,Lg Apartment,1850530000,9239 W SHERIDAN AV,,2,6674,AP1 (Conventional Apt with 4-6 Units),Brick,2,1961,0,3568,4,2,NULL,NULL,9763,5/28/2019,181000
118318,Lg Apartment,1850533000,9205 W SHERIDAN AV,,2,6674,AP1 (Conventional Apt with 4-6 Units),Brick,2,1961,0,3568,4,2,NULL,NULL,9862,2/28/2019,197000
118439,Residential,1860048000,5351 N 87TH ST,,2,1400,Ranch,Frame,1,1958,5,936,1,3,1,NULL,7920,5/21/2019,109900
118456,Residential,1860065000,8837 W LAWN AV,,2,1400,Ranch,Aluminum/Vinyl,1,1958,5,942,1,3,1,NULL,7722,2/15/2019,120000
118475,Residential,1860203000,8912 W ROHR AV,,2,1400,Ranch,Aluminum/Vinyl,1,1958,5,936,1,3,1,NULL,7336,7/12/2019,114900
118546,Condominium,1860467000,8500 W VILLARD AV,VILLARD GREEN,2,5190,Condo Townhouse,,2,1962,5,937,1,3,1,1,1,1/25/2019,36000
118549,Condominium,1860470000,8506 W VILLARD AV,VILLARD GREEN,2,5190,Condo Townhouse,,2,1962,5,937,1,3,1,1,1,12/4/2019,30000
118668,Residential,1870057000,7861 W CALDWELL CT,,2,1400,Split Level,Aluminum/Vinyl,1,1955,7,1414,1,3,1,1,10836,10/15/2019,145900
118695,Residential,1870084000,7936-7938 W VILLARD AV,,2,1400,Duplex N/S,Aluminum/Vinyl,2,1956,10,2056,2,6,2,NULL,6120,7/19/2019,110000
118696,Residential,1870085000,8000-8002 W VILLARD AV,,2,1400,Duplex N/S,Aluminum/Vinyl,2,1956,10,2056,2,6,2,NULL,6120,2/19/2019,97500
118711,Residential,1870100000,8117 W CUSTER AV,,2,1400,Ranch,Brick,1,1957,5,956,1,3,1,NULL,6480,9/12/2019,35650
118736,Residential,1870125000,5266 N 82ND CT,,2,1400,Ranch,Aluminum/Vinyl,1,1957,5,1041,1,3,1,1,7488,10/29/2019,124000
118760,Residential,1870149000,8281 W SHERIDAN AV,,2,1400,Ranch,Aluminum/Vinyl,1,1957,5,925,1,3,1,NULL,7320,7/27/2019,102000
118816,Residential,1870204000,7909 W MEDFORD AV,,2,1400,Split Level,Aluminum/Vinyl,1,1955,7,1486,1,3,1,NULL,6885,9/27/2019,79000
118826,Residential,1870214000,8056 W SCRANTON PL,,2,1400,Ranch,Aluminum/Vinyl,1,1956,5,1042,1,3,1,1,6885,7/8/2019,96425
118845,Residential,1870312000,5411-5413 N 83RD ST,,2,1400,Duplex N/S,Aluminum/Vinyl,2,1957,10,2066,2,6,2,NULL,6250,10/9/2019,123000
118853,Residential,1870320000,5329-5331 N 83RD ST,,2,1400,Duplex N/S,Aluminum/Vinyl,2,1957,10,2066,2,6,2,NULL,6250,4/15/2019,105000
118854,Residential,1870321000,5321-5323 N 83RD ST,,2,1400,Duplex N/S,Aluminum/Vinyl,2,1957,10,2066,2,6,2,NULL,9408,11/12/2019,135000
119000,Condominium,1871127000,7660-C W LEON TRCE,SPRING TERRACE NORTH,2,5200,Low Rise 1-3 Stories,,1,1971,4,1000,1,2,1,1,1,8/14/2019,23500
119003,Condominium,1871130000,7662-B W LEON TRCE,SPRING TERRACE NORTH,2,5200,Low Rise 1-3 Stories,,1,1971,5,1000,1,2,1,1,1,12/9/2019,21000
119075,Residential,1880014000,7136 W SHERIDAN AV,,2,1380,Ranch,Aluminum/Vinyl,1,1955,5,960,1,3,1,NULL,7320,11/1/2019,92000
119090,Residential,1880036000,7208 W SHERIDAN AV,,2,1380,Ranch,Aluminum/Vinyl,1,1955,5,864,1,3,1,NULL,6000,3/28/2019,60700
119101,Residential,1880047000,5543 N 74TH ST,,2,1380,Ranch,Aluminum/Vinyl,1,1955,5,864,1,3,1,NULL,7440,7/22/2019,85000
119112,Residential,1880062000,5473 N 75TH CT,,2,1380,Ranch,Frame,1,1955,5,864,1,3,1,NULL,9100,1/24/2019,112000
119118,Residential,1880068000,7519 W SHERIDAN AV,,2,1380,Ranch,Aluminum/Vinyl,1,1955,5,960,1,3,1,NULL,9920,4/2/2019,73500
119139,Residential,1880090000,5445 N 74TH ST,,2,1380,Ranch,Aluminum/Vinyl,1,1955,5,864,1,3,1,NULL,6760,8/23/2019,75568
119160,Residential,1880111000,5483 N PRENTISS ST,,2,1380,Ranch,Aluminum/Vinyl,1,1955,5,864,1,3,1,NULL,6500,8/23/2019,59150
